3.76E-05	0.0429501	-0.0109967	0.0289399	0.428897	0.00560924	0.014008	0.000974069	-0.0146912	0.00193886	-0.0179132	0.00132431	1.11439
0.0068232	0.0429465	-0.0103136	0.0289986	0.370647	0.0103254	0.00911303	0.00115026	0.00180176	0.00175584	-0.00976572	0.00152581	1.11439
0.0136139	0.0429442	-0.00963459	0.0290966	0.303622	0.0112577	0.00640558	0.000900319	0.0168787	0.00167337	-0.00079273	0.00153112	1.11439
0.0189155	0.0429326	-0.00910519	0.029121	0.257293	0.0100658	0.00646959	0.000689967	0.0276769	0.0015212	0.00574658	0.00148911	1.11439
0.0242333	0.0429533	-0.0085745	0.0291824	0.209169	0.0112212	0.00885437	0.000587649	0.0382054	0.00157841	0.0117621	0.00153605	1.11439
1.83E-05	0.0281818	-0.0109946	0.0289297	0.364972	0.0100956	-0.00843185	0.00136254	-0.00661796	0.00141981	-0.0049316	0.00144146	1.11439
0.00679951	0.0281617	-0.0103137	0.0290239	0.262143	0.0113617	-0.0141088	0.00118312	0.00506853	0.00145461	0.00792234	0.00148835	1.11439
0.0136312	0.0281623	-0.00963302	0.0291271	0.154929	0.0144157	-0.014466	0.000823995	0.0178389	0.00163491	0.0202895	0.0014472	1.11439
0.00228475	0.0482782	-0.000557977	0.0288586	0.381649	0.00999153	0.0153919	0.00114223	0.00240181	0.00191644	-0.0121397	0.00153657	1.11439
0.00823306	0.0482707	-0.000556609	0.0288849	0.336824	0.00941344	0.013062	0.000823087	0.0160454	0.00169255	-0.00518946	0.00151303	1.11439
0.0141928	0.048275	-0.000550976	0.0289931	0.287084	0.0103583	0.0127106	0.000692751	0.0282815	0.00160093	0.00127524	0.00151882	1.11439
0.0201644	0.0482819	-0.000550347	0.0290264	0.241963	0.0109925	0.0143943	0.00058377	0.0398569	0.00160507	0.00722232	0.00153558	1.11439
-0.00536428	0.0316662	-0.000562543	0.0288407	0.364367	0.00988137	-0.00246099	0.00131215	-0.00627454	0.00150096	-0.00520337	0.00146437	1.11439
0.00228019	0.0316594	-0.000559338	0.0289226	0.257328	0.0118374	-0.00810099	0.00114764	0.0071373	0.00149441	0.00811633	0.00152149	1.11439
0.00823149	0.0316648	-0.000556473	0.0289725	0.176889	0.0134392	-0.00870898	0.000870271	0.0173961	0.00145238	0.018141	0.00146228	1.11439
-0.0129951	0.0150425	-0.000569044	0.0288106	0.374957	0.013283	-0.026393	0.001909	-0.013019	0.001366	-0.003188	0.002078	1.11439
-0.00546061	0.0551194	0.0104125	0.0286958	0.419488	0.00724811	0.0246947	0.00124172	-0.00496929	0.00207485	-0.0185891	0.00148367	1.11439
0.00133562	0.0551205	0.0097431	0.0287305	0.378519	0.00902275	0.0208727	0.000850781	0.0115209	0.00191107	-0.0118287	0.00154105	1.11439
0.00814154	0.0551153	0.00906819	0.0288129	0.330251	0.0106876	0.0196793	0.000712282	0.0261917	0.00181439	-0.00527183	0.00155411	1.11439
-0.0122608	0.0361534	0.0110867	0.0287072	0.378002	0.0100799	0.00548946	0.00132951	-0.00775179	0.00163451	-0.0076209	0.00148843	1.11439
